imageName,realT,realR
75.png,"[0.10867965614720072, -0.050156150629580454, 1.1520951938262118]","[-3.0218815660513467, 0.5295319716958208, -0.013050441458740347]"
76.png,"[0.10867965614720072, -0.050156150629580454, 1.1520951938262118]","[-2.6597834448111115, 1.5318640124554077, 0.026401036483152954]"
77.png,"[0.10867965614720072, -0.050156150629580454, 1.1520951938262118]","[-1.9816964689878476, 2.3566084190492136, 0.06287247917516989]"
78.png,"[0.10867965614720072, -0.050156150629580454, 1.1520951938262118]","[-1.061997242592377, 2.908203231938114, 0.09218221367391113]"
79.png,"[0.10867965614720072, -0.050156150629580454, 1.1520951938262118]","[-0.0033106915281305577, 3.1184649344748974, 0.11082388387490734]"
80.png,"[0.16422265283655146, -0.050080094715792944, 1.153273959006888]","[-0.003310691528130176, 3.1184649344748974, 0.11082388387490734]"
81.png,"[0.16422265283655146, -0.050080094715792944, 1.153273959006888]","[-1.0691166255636158, -2.9471050274895143, -0.11604416471643803]"
82.png,"[0.16422265283655146, -0.050080094715792944, 1.153273959006888]","[-1.9967594275480554, -2.3847823261347636, -0.10583885760270367]"
83.png,"[0.16422265283655146, -0.050080094715792944, 1.153273959006888]","[-2.673973211651046, -1.5476065425991443, -0.08322122513551965]"
84.png,"[0.16422265283655146, -0.050080094715792944, 1.153273959006888]","[-3.0276000065986053, -0.5371623481705091, -0.05103084541226613]"
85.png,"[0.16422265283655146, -0.050080094715792944, 1.153273959006888]","[-3.0218815660513467, 0.5295319716958208, -0.013050441458740347]"
86.png,"[0.16422265283655146, -0.050080094715792944, 1.153273959006888]","[-2.6597834448111115, 1.5318640124554077, 0.026401036483152954]"
87.png,"[0.16422265283655146, -0.050080094715792944, 1.153273959006888]","[-1.9816964689878476, 2.3566084190492136, 0.06287247917516989]"
88.png,"[0.16422265283655146, -0.050080094715792944, 1.153273959006888]","[-1.061997242592377, 2.908203231938114, 0.09218221367391113]"
89.png,"[0.16422265283655146, -0.050080094715792944, 1.153273959006888]","[-0.0033106915281305577, 3.1184649344748974, 0.11082388387490734]"
90.png,"[0.21976564952590216, -0.050004038802005435, 1.1544527241875642]","[-0.003310691528130176, 3.1184649344748974, 0.11082388387490734]"
91.png,"[0.21976564952590216, -0.050004038802005435, 1.1544527241875642]","[-1.0691166255636158, -2.9471050274895143, -0.11604416471643803]"
92.png,"[0.21976564952590216, -0.050004038802005435, 1.1544527241875642]","[-1.9967594275480554, -2.3847823261347636, -0.10583885760270367]"
93.png,"[0.21976564952590216, -0.050004038802005435, 1.1544527241875642]","[-2.673973211651046, -1.5476065425991443, -0.08322122513551965]"
94.png,"[0.21976564952590216, -0.050004038802005435, 1.1544527241875642]","[-3.0276000065986053, -0.5371623481705091, -0.05103084541226613]"
95.png,"[0.21976564952590216, -0.050004038802005435, 1.1544527241875642]","[-3.0218815660513467, 0.5295319716958208, -0.013050441458740347]"
96.png,"[0.21976564952590216, -0.050004038802005435, 1.1544527241875642]","[-2.6597834448111115, 1.5318640124554077, 0.026401036483152954]"
97.png,"[0.21976564952590216, -0.050004038802005435, 1.1544527241875642]","[-1.9816964689878476, 2.3566084190492136, 0.06287247917516989]"
98.png,"[0.21976564952590216, -0.050004038802005435, 1.1544527241875642]","[-1.061997242592377, 2.908203231938114, 0.09218221367391113]"
99.png,"[0.21976564952590216, -0.050004038802005435, 1.1544527241875642]","[-0.0033106915281305577, 3.1184649344748974, 0.11082388387490734]"
